ID,logID,byWho,comment,commentDate,deleted,response,responseDate
2004,1739,abdelkhalek.ma,still the validation not approved ,8/13/2014,0,,
2005,1198,abdelkhalek.ma,still the project not completed,8/13/2014,0,,
2006,1760,abdelkhalek.ma,please send the previous material data sheet to check ,8/13/2014,0,,
2007,1739,abdelkhalek.ma,still the validation not approved ,8/14/2014,0,,
2008,1424,abdelkhalek.ma,still i didn't approve protocol ,8/14/2014,0,,
2009,1760,abdelkhalek.ma,please send the previous material data sheet to check ,8/14/2014,0,,
2010,1784,abouzyed.ms,these areas are very close to the WHs and it is very dangerous to put it in that place.,8/17/2014,0,,
2011,1754,abdelhakem.ae,Please update P&ID#OLT-612 with Ahmed Mahmoud. This will enable me to update the process safety study,8/17/2014,0,,
2012,1777,abouzyed.ms,where is the photo,8/17/2014,0,,
2013,1739,abdelkhalek.ma,still the validation not approved ,8/17/2014,0,,
2014,1198,abdelkhalek.ma,still the project not completed,8/17/2014,0,,
2015,1263,abdelkhalek.ma,still i didn't received the closeout ,8/17/2014,0,,
2016,1227,abdelkhalek.ma,still the validation didnt approved yet,8/17/2014,0,,
2017,1739,abdelkhalek.ma,still the validation not approved ,8/18/2014,0,,
2018,1761,barakat.t,This CM might needs a permit ,8/18/2014,0,What kind of permits? and for who?,9/1/2014
2019,1775,osman.mm,Yasser, it seems that the above phone number is not correct so, please call me for more details about this change (my Phone # 01284226698),8/20/2014,0,,
2020,1597,hassan.na,Qualification protocol is approved,8/20/2014,-1,,
2021,1597,hassan.na,Qualification protocols are approved,8/20/2014,0,,
2022,1597,hassan.na,Trial has been completed successfully,8/20/2014,0,,
2023,1739,abdelkhalek.ma,still the validation not approved ,8/20/2014,0,,
2024,1776,barakat.t,This CM needs  a permit ,8/20/2014,0,,
2025,1776,abdelazez.n,we need the room location ,8/21/2014,0,,
2026,1739,abdelkhalek.ma,still the validation not approved ,8/21/2014,0,,
2027,1775,abouzyed.ms,the shed project not combleted yet ,8/21/2014,0,,
2028,1336,mahmoud.a,please send me the items below to close the CMR ,8/21/2014,0,,
2029,1739,abdelkhalek.ma,still the validation not approved ,8/24/2014,0,,
2030,1227,abdelkhalek.ma,still the validation didnt approved yet,8/24/2014,0,,
2031,1790,barakat.t,This needs special security agreement before execution to ensur that the material is safe, please get bcack to Salama Ismail,8/24/2014,0,,
2032,1794,abdelhakem.ae,There is no required ,8/24/2014,-1,,
2033,1739,abdelkhalek.ma,still the validation not approved ,8/25/2014,0,,
2034,1410,abdelkhalek.ma,still the validation didnt approved yet,8/25/2014,0,,
2035,1227,abdelkhalek.ma,still the validation didnt approved yet,8/25/2014,0,,
2036,1198,abdelkhalek.ma,still the project not completed,8/25/2014,0,,
2037,1739,abdelkhalek.ma,still the validation not approved ,8/26/2014,0,,
2038,1739,abdelkhalek.ma,still the validation not approved ,8/27/2014,0,,
2039,1227,abdelkhalek.ma,still the validation didnt approved yet,8/27/2014,0,,
2040,988,abdelkhalek.ma,still i didn't approve the protocol,8/27/2014,0,,
2041,1810,barakat.t,This CM needs a building permit and the type of product should be added to the company operation license,8/27/2014,0,,
2042,1799,abdelhakem.ae,how can we ensure the current cone thickness won't change during painting removal?,8/30/2014,-1,,
2043,1774,abdelhakem.ae,The scope is not clear, which material will be conveyed, its location, ..etc. Please share with us all details,8/30/2014,-1,,
2044,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,8/31/2014,0,,
2045,1739,abdelkhalek.ma,still the validation not approved ,8/31/2014,0,,
2046,1424,abdelkhalek.ma,still i didn't approve protocol ,8/31/2014,0,,
2047,988,abdelkhalek.ma,still i didn't approve the protocol,8/31/2014,0,,
2048,1810,barakat.t,The CM owner should get back to to cover my comments,8/31/2014,0,,
2049,1814,barakat.t,tthere is no permit will be in hand and we need to do this smartly avoiding any damage to the utilities in place, need to discuss the scope in details to ensure no issue with the authroties,8/31/2014,0,,
2050,1739,abdelkhalek.ma,still the validation not approved ,9/1/2014,0,,
2051,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,9/1/2014,0,,
2052,1774,osman.mm,Mohamed, we need to have a short meeting to discuss this cahnge.Please invite the FC process leader (Mohamed Moussa),9/1/2014,0,,
2053,1814,samyhee.aa,The presence of gas line fed to the factory from the main gate to the room to the distributor must take approval from the gas company before concrete action in the region,9/2/2014,0,,
2054,1739,abdelkhalek.ma,still the validation not approved ,9/2/2014,0,,
2055,1453,abdelkhalek.ma,i didn't received any SOP ,9/2/2014,0,,
2056,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,9/2/2014,0,,
2057,1379,mahmoud.a,please send me the below items ,9/2/2014,0,,
2058,1312,mahmoud.a,please send me the below items,9/2/2014,0,,
2059,1586,shaker.mm,There is a woden door that is separate between meeting room and scrap area which is not allowed in cleand dsesign stand point,9/3/2014,0,,
2060,1739,abdelkhalek.ma,still the validation not approved ,9/3/2014,0,,
2061,1424,abdelkhalek.ma,still i didn't approve protocol ,9/3/2014,0,,
2062,1410,abdelkhalek.ma,still the validation didnt approved yet,9/3/2014,0,,
2063,1227,abdelkhalek.ma,still the validation didnt approved yet,9/3/2014,0,,
2064,1198,abdelkhalek.ma,still the project not completed,9/3/2014,0,,
2065,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,9/3/2014,0,,
2066,1821,abdelkhalek.ma,please invite for meeting to disscus the design ,9/3/2014,0,,
2067,1759,shaker.mm,Clean & Sanirtize all affected surfaces,9/3/2014,0,,
2068,1801,shaker.mm,Orbital welding otherwise qualified welder and pickling and pasivating the welded area, C&S the tank, Calibrate the load cell, MOC is SS316L, keep changing microbial filter every 6 months,9/3/2014,0,,
2069,1739,abdelkhalek.ma,still the validation not approved ,9/4/2014,0,,
2070,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,9/4/2014,0,,
2071,1739,abdelkhalek.ma,still the validation not approved ,9/7/2014,0,,
2072,1227,abdelkhalek.ma,still the validation didnt approved yet,9/7/2014,0,,
2073,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,9/7/2014,0,,
2074,1198,abdelkhalek.ma,still the project not completed,9/7/2014,0,,
2075,988,abdelkhalek.ma,still i didn't approve the protocol,9/7/2014,0,,
2076,1479,abdelkhalek.ma,still the SOP not done ,9/7/2014,0,,
2077,1821,nofal.mm,This change is only for dismantling the racks, any new installing of racks will need a new change managment with designs and layouts. ,9/8/2014,0,Yes, for sure.  This change management is only for dismantling racks in both locations and I will create another change management for installation and will enclose the design once we received and agreed upon.,9/14/2014
2078,1739,abdelkhalek.ma,still the validation not approved ,9/8/2014,0,,
2079,1739,abdelkhalek.ma,still the validation not approved ,9/8/2014,0,,
2080,1227,abdelkhalek.ma,still the validation didnt approved yet,9/8/2014,0,,
2081,1198,abdelkhalek.ma,still the project not completed,9/8/2014,0,,
2082,988,abdelkhalek.ma,still i didn't approve the protocol,9/8/2014,0,,
2083,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,9/8/2014,0,,
2084,1739,abdelkhalek.ma,still the validation not approved ,9/8/2014,0,,
2085,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,9/8/2014,0,,
2086,1827,abdelhakem.ae,Please give us more details,9/8/2014,0,,
2087,1739,abdelkhalek.ma,still the validation not approved ,9/9/2014,0,,
2088,1424,abdelkhalek.ma,still i didn't approve protocol ,9/9/2014,0,,
2089,1821,abdelkhalek.ma,please invite for meeting to disscus the design ,9/9/2014,0,,
2090,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,9/9/2014,0,,
2091,1830,barakat.t,need more details about the stair to see if it needs a permit or not, please do not construct before we align,9/9/2014,0,,
2092,1835,abdelkhalek.ma,please invite for meeting to see on the floor the changes ,9/9/2014,0,,
2093,1821,abdelkhalek.ma,please invite for meeting to disscus the design ,9/10/2014,0,,
2094,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,9/10/2014,0,,
2095,1821,abdelkhalek.ma,please invite for meeting to disscus the design ,9/11/2014,0,,
2096,1739,abdelkhalek.ma,still the validation not approved ,9/11/2014,0,,
2097,1198,abdelkhalek.ma,still the project not completed,9/11/2014,0,,
2098,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,9/11/2014,0,,
2099,1717,shaker.mm,There shoud be a drwaing in addition, it should be approved and aligned with global facility owner,9/13/2014,0,,
2100,1809,barakat.t,please need more details to check if this CM needs a permit or not, no construction before getting the permit in hand,9/14/2014,0,,
2101,1835,abdelkhalek.ma,please invite for meeting to see on the floor the changes ,9/14/2014,0,,
2102,1821,abdelkhalek.ma,please invite for meeting to disscus the design ,9/14/2014,0,,
2103,1424,abdelkhalek.ma,still i didn't approve protocol ,9/14/2014,0,,
2104,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,9/14/2014,0,,
2105,988,abdelkhalek.ma,still i didn't approve the protocol,9/14/2014,0,,
2106,1821,abdelkhalek.ma,please invite for meeting to disscus the design ,9/14/2014,0,,
2107,1739,abdelkhalek.ma,still the validation not approved ,9/14/2014,0,,
2108,1800,abdelkhalek.ma,still i didnt recieve any validation ,9/14/2014,0,,
2109,1848,nofal.mm,please state when will the closing be,9/15/2014,0,,
2110,1848,nofal.mm,please attach a layout for the crane location,9/15/2014,0,,
2111,1800,abdelkhalek.ma,still i didnt recieve any validation ,9/15/2014,0,,
2112,1835,abdelkhalek.ma,please invite for meeting to see on the floor the changes ,9/15/2014,0,,
2113,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,9/15/2014,0,,
2114,1830,barakat.t,still waiting to cover my comments,9/15/2014,0,,
2115,1809,barakat.t,need to cover my comment,9/15/2014,0,,
2116,1810,barakat.t,still waiting to cover my comment,9/15/2014,0,,
2117,1822,abdelkhalek.ma,the requirments not completed ,9/16/2014,0,,
2118,1453,abdelkhalek.ma,i didn't received any SOP ,9/16/2014,0,,
2119,1800,abdelkhalek.ma,still i didnt recieve any validation ,9/16/2014,0,,
2120,1835,abdelkhalek.ma,please invite for meeting to see on the floor the changes ,9/16/2014,0,,
2121,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,9/16/2014,0,,
2122,1857,abouzyed.ms,we did not get the findal approval yet,9/17/2014,-1,,
2123,1857,abouzyed.ms,we did not get the final approval yet,9/17/2014,0,,
2124,1410,abdelkhalek.ma,still the validation didnt approved yet,9/17/2014,0,,
2125,1410,abdelkhalek.ma,still the validation didnt approved yet,9/17/2014,0,,
2126,1424,abdelkhalek.ma,still i didn't approve protocol ,9/17/2014,0,,
2127,1822,abdelkhalek.ma,the requirments not completed ,9/17/2014,0,,
2128,1800,abdelkhalek.ma,still i didnt recieve any validation ,9/17/2014,0,,
2129,988,abdelkhalek.ma,still i didn't approve the protocol,9/17/2014,0,,
2130,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,9/17/2014,0,,
2131,1511,abdelkhalek.ma,still the project not done,9/17/2014,0,,
2132,1834,abdelhakem.ae,dikes must be concrete only without painting according to the CBA,9/17/2014,0,,
2133,1855,abdelhakem.ae,you have to update all the affected systems P&IDs as these systems still included on P&IDs,9/17/2014,-1,,
2134,1809,osman.mm,Is this for only the layout or the desgin review ?,9/18/2014,0,,
2135,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,9/21/2014,0,,
2136,1854,abdelkhalek.ma,call me please to clarify more,9/21/2014,0,,
2137,1822,abdelkhalek.ma,the requirments not completed ,9/21/2014,0,,
2138,1800,abdelkhalek.ma,still i didnt recieve any validation ,9/21/2014,0,,
2139,1453,abdelkhalek.ma,i didn't received any SOP ,9/21/2014,0,,
2140,1410,abdelkhalek.ma,still the validation didnt approved yet,9/21/2014,0,,
2141,1424,abdelkhalek.ma,still i didn't approve protocol ,9/21/2014,0,,
2142,1800,abdelkhalek.ma,still i didnt recieve any validation ,9/22/2014,0,,
2143,1822,abdelkhalek.ma,the requirments not completed ,9/22/2014,0,,
2144,1198,abdelkhalek.ma,still the project not completed,9/22/2014,0,,
2145,1854,abdelkhalek.ma,call me please to clarify more,9/22/2014,0,,
2146,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,9/22/2014,0,,
2147,1410,abdelkhalek.ma,still the validation didnt approved yet,9/23/2014,0,,
2148,1800,abdelkhalek.ma,still i didnt recieve any validation ,9/23/2014,0,,
2149,1822,abdelkhalek.ma,the requirments not completed ,9/23/2014,0,,
2150,1854,abdelkhalek.ma,call me please to clarify more,9/23/2014,0,,
2151,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,9/23/2014,0,,
2152,1861,osman.mm,This CMR will not cover the disposition of this barrel ,9/23/2014,0,,
2153,1859,abouzyed.ms,it is not clear .,9/24/2014,0,,
2154,1861,abouzyed.ms,where you will store the perfume????????,9/24/2014,0,,
2155,1822,abdelkhalek.ma,the requirments not completed ,9/24/2014,0,,
2156,1086,mahmoud.a,please send me the spec. as below items - 24.09.2014,9/24/2014,0,,
2157,1058,mahmoud.a,please send me the items below  24.09.2014,9/24/2014,0,,
2158,1072,mahmoud.a,please send me the items below  24.09.2014,9/24/2014,0,,
2159,1089,mahmoud.a,please send me the items below  24.09.2014,9/24/2014,0,,
2160,1170,mahmoud.a,please send me the itemes below 24.09.2014,9/24/2014,0,,
2161,1059,mahmoud.a,please send me the items below  24.09.2014,9/24/2014,0,,
2162,1243,mahmoud.a,please send me the itmes below 24.09.2014,9/24/2014,0,,
2163,1800,abdelkhalek.ma,still i didnt recieve any validation ,9/24/2014,0,,
2164,1511,abdelkhalek.ma,still the project not done,9/24/2014,0,,
2165,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,9/24/2014,0,,
2166,1842,abdelkhalek.ma,still the project not completed,9/24/2014,0,,
2167,1842,abdelkhalek.ma,still the project not completed,9/25/2014,0,,
2168,1410,abdelkhalek.ma,still the validation didnt approved yet,9/25/2014,0,,
2169,1822,abdelkhalek.ma,the requirments not completed ,9/25/2014,0,,
2170,1810,abdelkhalek.ma,please invite for meetining to explain the design layout,9/25/2014,0,,
2171,1822,abdelkhalek.ma,the requirments not completed ,9/28/2014,0,,
2172,1800,abdelkhalek.ma,still i didnt recieve any validation ,9/28/2014,0,,
2173,1511,abdelkhalek.ma,still the project not done,9/28/2014,0,,
2174,1227,abdelkhalek.ma,still the validation didnt approved yet,9/28/2014,0,,
2175,988,abdelkhalek.ma,still i didn't approve the protocol,9/28/2014,0,,
2176,1681,abdelkhalek.ma,still not done,9/28/2014,0,,
2177,1872,abouzyed.ms,these areas not designated to storage.,9/29/2014,0,,
2178,1800,abdelkhalek.ma,still i didnt recieve any validation ,9/29/2014,0,,
2179,1822,abdelkhalek.ma,the requirments not completed ,9/29/2014,0,,
2180,1198,abdelkhalek.ma,still the project not completed,9/29/2014,0,,
2181,1868,abdelhakem.ae,Please send to me the doors specs,9/29/2014,0,,
2182,1871,barakat.t,3 tables ,9/29/2014,0,,
2183,1822,abdelkhalek.ma,the requirments not completed ,9/30/2014,0,,
2184,1198,abdelkhalek.ma,still the project not completed,9/30/2014,0,,
2185,1800,abdelkhalek.ma,still i didnt recieve any validation ,10/1/2014,0,,
2186,1822,abdelkhalek.ma,the requirments not completed ,10/1/2014,0,,
2187,1198,abdelkhalek.ma,still the project not completed,10/1/2014,0,,
2188,1768,abdelhakem.ae,could you please give us more details,10/1/2014,-1,,
2189,1822,abdelkhalek.ma,the requirments not completed ,10/2/2014,0,,
2190,1453,abdelkhalek.ma,i didn't received any SOP ,10/2/2014,0,,
2191,1198,abdelkhalek.ma,still the project not completed,10/2/2014,0,,
2192,988,abdelkhalek.ma,still i didn't approve the protocol,10/2/2014,0,,
2193,1865,abdelkhalek.ma,still the project not done ,10/2/2014,0,,
2194,1880,alisaad.ki,please specify the location on a layout ,10/7/2014,0,,
2195,1880,abouzyed.ms,please specify the location and the periode of the change as we agreed before .,10/9/2014,0,,
2196,1875,osman.mm,need to discuss ,10/12/2014,0,,
2197,1858,abdelkhalek.ma,still the QA requirements not met,10/13/2014,0,,
2198,1822,abdelkhalek.ma,the requirments not completed ,10/13/2014,0,,
2199,1865,abdelkhalek.ma,still the project not done ,10/13/2014,0,,
2200,988,abdelkhalek.ma,still i didn't approve the protocol,10/13/2014,0,,
2201,1410,abdelkhalek.ma,still the validation didnt approved yet,10/13/2014,0,,
2202,1453,abdelkhalek.ma,i didn't received any SOP ,10/13/2014,0,,
2203,1681,abdelkhalek.ma,still not done,10/13/2014,0,,
2204,1227,abdelkhalek.ma,still the validation didnt approved yet,10/13/2014,0,,
2205,1739,abdelkhalek.ma,still the validation not approved ,10/13/2014,0,,
2206,1424,abdelkhalek.ma,still i didn't approve protocol ,10/13/2014,0,,
2207,1800,abdelkhalek.ma,still i didnt recieve any validation ,10/13/2014,0,,
2208,1511,abdelkhalek.ma,still the project not done,10/13/2014,0,,
2209,1491,abdelkhalek.ma,still the validation didnt approved yet,10/13/2014,0,,
2210,1679,abdelkhalek.ma,still the project not done,10/13/2014,0,,
2211,1865,abdelkhalek.ma,still the project not done ,10/14/2014,0,,
2212,1822,abdelkhalek.ma,the requirments not completed ,10/14/2014,0,,
2213,1800,abdelkhalek.ma,still i didnt recieve any validation ,10/14/2014,0,,
2214,1858,abdelkhalek.ma,still the QA requirements not met,10/14/2014,0,,
2215,1739,abdelkhalek.ma,still the validation not approved ,10/14/2014,0,,
2216,1681,abdelkhalek.ma,still not done,10/14/2014,0,,
2217,1679,abdelkhalek.ma,still the project not done,10/14/2014,0,,
2218,1773,abdelkhalek.ma,still the QA requirments not completed,10/14/2014,0,,
2219,1679,abdelkhalek.ma,still the project not done,10/14/2014,0,,
2220,1511,abdelkhalek.ma,still the project not done,10/14/2014,0,,
2221,1453,abdelkhalek.ma,i didn't received any SOP ,10/14/2014,0,,
2222,1227,abdelkhalek.ma,still the validation didnt approved yet,10/14/2014,0,,
2223,1491,abdelkhalek.ma,still the validation didnt approved yet,10/14/2014,0,,
2224,1853,abdelkhalek.ma,still the project not completed,10/14/2014,0,,
2225,1865,abdelkhalek.ma,still the project not done ,10/15/2014,0,,
2226,1457,abdelkhalek.ma,still the QA requirments not completed ,10/15/2014,0,,
2227,1853,abdelkhalek.ma,still the project not completed,10/15/2014,0,,
2228,1822,abdelkhalek.ma,the requirments not completed ,10/15/2014,0,,
2229,1858,abdelkhalek.ma,still the QA requirements not met,10/15/2014,0,,
2230,1424,abdelkhalek.ma,still i didn't approve protocol ,10/15/2014,0,,
2231,1198,mahmoud.a,please send me the below items,10/15/2014,0,,
2232,1198,abdelkhalek.ma,still the project not completed,10/15/2014,0,,
2233,1853,abdelkhalek.ma,still the project not completed,10/16/2014,0,,
2234,1453,abdelkhalek.ma,i didn't received any SOP ,10/16/2014,0,,
2235,1865,abdelkhalek.ma,still the project not done ,10/16/2014,0,,
2236,1822,abdelkhalek.ma,the requirments not completed ,10/16/2014,0,,
2237,1858,abdelkhalek.ma,still the QA requirements not met,10/16/2014,0,,
2238,988,abdelkhalek.ma,still i didn't approve the protocol,10/16/2014,0,,
2239,1457,abdelkhalek.ma,still the QA requirments not completed ,10/16/2014,0,,
2240,988,abdelkhalek.ma,still i didn't approve the protocol,10/19/2014,0,,
2241,1453,abdelkhalek.ma,i didn't received any SOP ,10/19/2014,0,,
2242,1858,abdelkhalek.ma,still the QA requirements not met,10/19/2014,0,,
2243,1865,abdelkhalek.ma,still the project not done ,10/19/2014,0,,
2244,1822,abdelkhalek.ma,the requirments not completed ,10/19/2014,0,,
2245,1853,abdelkhalek.ma,still the project not completed,10/19/2014,0,,
2246,1198,abdelkhalek.ma,still the project not completed,10/19/2014,0,,
2247,1424,abdelkhalek.ma,still i didn't approve protocol ,10/19/2014,0,,
2248,1865,abdelkhalek.ma,still the project not done ,10/19/2014,0,,
2249,1822,abdelkhalek.ma,the requirments not completed ,10/19/2014,0,,
2250,1492,mahmoud.a,please send me the items below,10/20/2014,0,,
2251,1793,mahmoud.a,please send me the items below,10/20/2014,0,,
2252,1477,mahmoud.a,please send me the items below,10/20/2014,0,,
2253,1264,mahmoud.a,please send me the items below,10/20/2014,0,,
2254,1229,mahmoud.a,please send me the items below  or wil reject the CMR,10/20/2014,0,,
2255,1356,mahmoud.a,please send me the items below ,10/20/2014,0,,
2256,1701,mahmoud.a,please send me the items below ,10/20/2014,0,,
2257,1243,mahmoud.a,please send me the items below  20.10.2014,10/20/2014,0,,
2258,1058,mahmoud.a,please send me the items below  20.10.2014,10/20/2014,0,,
2259,1059,mahmoud.a,please send me the items below ,10/20/2014,0,,
2260,1336,mahmoud.a,please send me the items below ,10/20/2014,0,,
2261,1380,mahmoud.a,please send me the items below ,10/20/2014,0,,
2262,1054,mahmoud.a,please send me the items below ,10/20/2014,0,,
2263,1170,mahmoud.a,please send me the items below ,10/20/2014,0,,
2264,1170,mahmoud.a,please send me the items below ,10/20/2014,0,,
2265,1312,mahmoud.a,please send me the items below ,10/20/2014,0,,
2266,1384,mahmoud.a,please send me the items below ,10/20/2014,0,,
2267,1432,mahmoud.a,please send me the items below ,10/20/2014,0,,
2268,1692,mahmoud.a,please send me the items below ,10/20/2014,0,,
2269,1703,mahmoud.a,please send me the items below ,10/20/2014,0,,
2270,1729,mahmoud.a,please send me the items below ,10/20/2014,0,,
2271,1829,mahmoud.a,please send me the items below ,10/20/2014,0,,
2272,1846,mahmoud.a,please send me the items below ,10/20/2014,0,,
2273,1364,mahmoud.a,please send me the items below ,10/20/2014,0,,
2274,1906,barakat.t,is this an expensive material? if yes, then securiyt assesment should be in place before execution.,10/20/2014,0,,
2275,1865,abdelkhalek.ma,still the project not done ,10/20/2014,0,,
2276,1853,abdelkhalek.ma,still the project not completed,10/20/2014,0,,
2277,1858,abdelkhalek.ma,still the QA requirements not met,10/20/2014,0,,
2278,1822,abdelkhalek.ma,the requirments not completed ,10/20/2014,0,,
2279,1800,abdelkhalek.ma,still i didnt recieve any validation ,10/20/2014,0,,
2280,1773,abdelkhalek.ma,still the QA requirments not completed,10/20/2014,0,,
2281,1739,abdelkhalek.ma,still the trail not done,10/20/2014,0,,
2282,1681,abdelkhalek.ma,still not done,10/20/2014,0,,
2283,1511,abdelkhalek.ma,still the project not done,10/20/2014,0,,
2284,1679,abdelkhalek.ma,still the project not done,10/20/2014,0,,
2285,1424,abdelkhalek.ma,still i didn't approve protocol ,10/20/2014,0,,
2286,1364,abdelkhalek.ma,still i didnt approve the protocol,10/20/2014,0,,
2287,1492,mahmoud.a,please send me the items below,10/21/2014,0,,
2288,1865,abdelkhalek.ma,still the project not done ,10/21/2014,0,,
2289,1853,abdelkhalek.ma,still the project not completed,10/21/2014,0,,
2290,1858,abdelkhalek.ma,still the QA requirements not met,10/21/2014,0,,
2291,1491,abdelkhalek.ma,still the validation didnt approved yet,10/21/2014,0,,
2292,1908,alisaad.ki,karim,10/21/2014,-1,,
2293,1908,alisaad.ki,karim,10/21/2014,-1,,
2294,1865,abdelkhalek.ma,still the project not done ,10/22/2014,0,,
2295,1227,abdelkhalek.ma,still the validation didnt approved yet,10/22/2014,0,,
2296,1858,abdelkhalek.ma,still the QA requirements not met,10/22/2014,0,,
2297,1853,abdelkhalek.ma,still the project not completed,10/22/2014,0,,
2298,1198,abdelkhalek.ma,still the project not completed,10/22/2014,0,,
2299,1919,abdelkhalek.ma,please write the changes will be done for this model to add my input on it,10/22/2014,0,model was done,12/14/2014
2300,1853,abdelkhalek.ma,still the project not completed,10/23/2014,0,,
2301,1511,abdelkhalek.ma,still the project not done,10/23/2014,0,,
2302,1602,abdelkhalek.ma,still the project not done,10/23/2014,0,,
2303,1858,abdelkhalek.ma,still the QA requirements not met,10/23/2014,0,,
2304,1877,alisaad.ki,Supplier not qualified on Electrical work ,10/23/2014,0,,
2305,1824,abdelkhalek.ma,still the project not done,10/25/2014,0,,
2306,1511,abdelkhalek.ma,still the project not done,10/25/2014,0,,
2307,1773,abdelkhalek.ma,still the QA requirments not completed,10/25/2014,0,,
2308,1739,abdelkhalek.ma,still the trail not done,10/25/2014,0,,
2309,1800,abdelkhalek.ma,still i didnt recieve any validation ,10/25/2014,0,,
2310,1822,abdelkhalek.ma,the requirments not completed ,10/25/2014,0,,
2311,1853,abdelkhalek.ma,still the project not completed,10/25/2014,0,,
2312,1865,abdelkhalek.ma,still the project not done ,10/25/2014,0,,
2313,1679,abdelkhalek.ma,still the project not done,10/25/2014,0,,
2314,1457,abdelkhalek.ma,still the QA requirments not completed ,10/25/2014,0,,
2315,1424,abdelkhalek.ma,still i didn't approve protocol ,10/25/2014,0,,
2316,1491,abdelkhalek.ma,still i didn't approve protocol ,10/25/2014,0,,
2317,1853,abdelkhalek.ma,still the project not completed,10/26/2014,0,,
2318,1865,abdelkhalek.ma,still the project not done ,10/26/2014,0,,
2319,1453,abdelkhalek.ma,i didn't received any SOP ,10/26/2014,0,,
2320,1491,abdelkhalek.ma,still i didn't approve protocol ,10/26/2014,0,,
2321,1511,abdelkhalek.ma,still the project not done,10/26/2014,0,,
2322,1410,abdelkhalek.ma,still the validation didnt approved yet,10/26/2014,0,,
2323,1457,abdelkhalek.ma,still the QA requirments not completed ,10/26/2014,0,,
2324,1198,abdelkhalek.ma,still the project not completed,10/26/2014,0,,
2325,1775,abdelhakem.ae,i didn't receive the updated P&ID ,10/27/2014,0,,
2326,1866,abdelhakem.ae,please send to me the updated P&ID,10/27/2014,0,,
2327,1868,abdelhakem.ae,This change implemented before all approval approving it. (violation change management),10/27/2014,0,,
2328,1853,abdelkhalek.ma,still the project not completed,10/27/2014,0,,
2329,1865,abdelkhalek.ma,still the project not done ,10/27/2014,0,,
2330,1739,abdelkhalek.ma,still the trail not done,10/27/2014,0,,
2331,1602,abdelkhalek.ma,still the project not done,10/27/2014,0,,
2332,1198,abdelkhalek.ma,still the project not completed,10/27/2014,0,,
2333,1919,abdelkhalek.ma,please write the changes will be done for this model to add my input on it,10/27/2014,0,,
2334,1364,abdelkhalek.ma,still i didnt approve the protocol,10/27/2014,0,,
2335,1506,abouzyed.ms,the fire hose reel not installed yet,10/28/2014,0,,
2336,1865,abdelkhalek.ma,still the project not done ,10/28/2014,0,,
2337,1853,abdelkhalek.ma,still the project not completed,10/28/2014,0,,
2338,1511,abdelkhalek.ma,still the project not done,10/28/2014,0,,
2339,1602,abdelkhalek.ma,still the project not done,10/28/2014,0,,
2340,1919,abdelkhalek.ma,please write the changes will be done for this model to add my input on it,10/28/2014,0,,
2341,1668,abdelhakem.ae,Please provide us with more details,10/29/2014,0,,
2342,1670,abdelhakem.ae,Please provide us with more details & area drawings,10/29/2014,-1,,
2343,1853,abdelkhalek.ma,still the project not completed,10/29/2014,0,,
2344,1865,abdelkhalek.ma,still the project not done ,10/29/2014,0,,
2345,1511,abdelkhalek.ma,still the project not done,10/29/2014,0,,
2346,1491,abdelkhalek.ma,still i didn't approve protocol ,10/29/2014,0,,
2347,1919,abdelkhalek.ma,please write the changes will be done for this model to add my input on it,10/29/2014,0,,
2348,1198,abdelkhalek.ma,still the project not completed,10/29/2014,0,,
2349,1932,samyhee.aa,Electrical load measurment,11/2/2014,0,,
2350,1911,shaker.mm,Please provide maerial data sheet for the new seal to assess the risk,11/2/2014,0,,
2351,1853,abdelkhalek.ma,still the project not completed,11/3/2014,0,,
2352,1919,abdelkhalek.ma,please write the changes will be done for this model to add my input on it,11/3/2014,0,,
2353,1511,abdelkhalek.ma,still the project not done,11/3/2014,0,,
2354,1865,abdelkhalek.ma,still the project not done ,11/3/2014,0,,
2355,1800,abdelkhalek.ma,still i didnt recieve any validation ,11/3/2014,0,,
2356,1773,abdelkhalek.ma,still the QA requirments not completed,11/3/2014,0,,
2357,1822,abdelkhalek.ma,the requirments not completed ,11/3/2014,0,,
2358,1739,abdelkhalek.ma,still the trail not done,11/3/2014,0,,
2359,1679,abdelkhalek.ma,still the project not done,11/3/2014,0,,
2360,1453,abdelkhalek.ma,i didn't received any SOP ,11/3/2014,0,,
